,year,band_singer,ranking,song,songurl,url
197,2012,Kelly Clarkson,7.0,Stronger (What Doesn't Kill You),/wiki/Stronger_(What_Doesn%27t_Kill_You),/wiki/Kelly_Clarkson
217,2012,Rihanna,8.0,We Found Love,/wiki/We_Found_Love,/wiki/Rihanna
237,2012,Calvin Harris,8.0,We Found Love,/wiki/We_Found_Love,/wiki/Calvin_Harris
257,2012,Nicki Minaj,9.0,Starships,/wiki/Starships_(song),/wiki/Nicki_Minaj
277,2012,One Direction,10.0,What Makes You Beautiful,/wiki/What_Makes_You_Beautiful,/wiki/One_Direction
297,2012,Flo Rida,11.0,Wild Ones,/wiki/Wild_Ones_(song),/wiki/Flo_Rida
317,2012,Sia,11.0,Wild Ones,/wiki/Wild_Ones_(song),/wiki/Sia_Furler
337,2012,Adele,12.0,Set Fire to the Rain,/wiki/Set_Fire_to_the_Rain,/wiki/Adele
357,2012,LMFAO,13.0,Sexy and I Know It,/wiki/Sexy_and_I_Know_It,/wiki/LMFAO
377,2012,fun.,14.0,Some Nights,/wiki/Some_Nights_(song),/wiki/Fun_(band)
397,2012,Katy Perry,15.0,Wide Awake,/wiki/Wide_Awake_(Katy_Perry_song),/wiki/Katy_Perry
417,2012,Flo Rida,16.0,Good Feeling,/wiki/Good_Feeling_(song),/wiki/Flo_Rida
437,2012,Flo Rida,17.0,Whistle,/wiki/Whistle_(Flo_Rida_song),/wiki/Flo_Rida
457,2012,Maroon 5,18.0,One More Night,/wiki/One_More_Night_(Maroon_5_song),/wiki/Maroon_5
477,2012,Train,19.0,Drive By,/wiki/Drive_By_(song),/wiki/Train_(band)
497,2012,Drake,20.0,The Motto,/wiki/The_Motto,/wiki/Drake_(entertainer)
517,2012,Lil Wayne,20.0,The Motto,/wiki/The_Motto,/wiki/Lil_Wayne
537,2012,Rihanna,21.0,Where Have You Been,/wiki/Where_Have_You_Been,/wiki/Rihanna
557,2012,Neon Trees,22.0,Everybody Talks,/wiki/Everybody_Talks,/wiki/Neon_Trees
577,2012,Drake,23.0,Take Care,/wiki/Take_Care_(song),/wiki/Drake_(rapper)
597,2012,Rihanna,23.0,Take Care,/wiki/Take_Care_(song),/wiki/Rihanna
617,2012,David Guetta,24.0,Titanium,/wiki/Titanium_(song),/wiki/David_Guetta
637,2012,Sia,24.0,Titanium,/wiki/Titanium_(song),/wiki/Sia_Furler
657,2012,Jason Mraz,25.0,I Won't Give Up,/wiki/I_Won%27t_Give_Up,/wiki/Jason_Mraz
677,2012,Bruno Mars,26.0,It Will Rain,/wiki/It_Will_Rain,/wiki/Bruno_Mars
697,2012,Kanye West,27.0,Mercy,/wiki/Mercy_(Kanye_West_song),/wiki/Kanye_West
717,2012,Big Sean,27.0,Mercy,/wiki/Mercy_(Kanye_West_song),/wiki/Big_Sean
737,2012,Pusha T,27.0,Mercy,/wiki/Mercy_(Kanye_West_song),/wiki/Pusha_T
757,2012,2 Chainz,27.0,Mercy,/wiki/Mercy_(Kanye_West_song),/wiki/2_Chainz
777,2012,Justin Bieber,28.0,Boyfriend,/wiki/Boyfriend_(Justin_Bieber_song),/wiki/Justin_Bieber
797,2012,LMFAO,29.0,Party Rock Anthem,/wiki/Party_Rock_Anthem,/wiki/LMFAO
817,2012,Lauren Bennett,29.0,Party Rock Anthem,/wiki/Party_Rock_Anthem,/wiki/Lauren_Bennett
837,2012,GoonRock,29.0,Party Rock Anthem,/wiki/Party_Rock_Anthem,/wiki/GoonRock
857,2012,Alex Clare,30.0,Too Close,/wiki/Too_Close_(Alex_Clare_song),/wiki/Alex_Clare
877,2012,Katy Perry,31.0,Part of Me,/wiki/Part_of_Me_(Katy_Perry_song),/wiki/Katy_Perry
897,2012,Snoop Dogg,32.0,"Young, Wild & Free","/wiki/Young,_Wild_%26_Free",/wiki/Snoop_Dogg
917,2012,Wiz Khalifa,32.0,"Young, Wild & Free","/wiki/Young,_Wild_%26_Free",/wiki/Wiz_Khalifa
937,2012,Bruno Mars,32.0,"Young, Wild & Free","/wiki/Young,_Wild_%26_Free",/wiki/Bruno_Mars
957,2012,Taylor Swift,33.0,We Are Never Ever Getting Back Together,/wiki/We_Are_Never_Ever_Getting_Back_Together,/wiki/Taylor_Swift
977,2012,Justin Bieber,34.0,As Long as You Love Me,/wiki/As_Long_as_You_Love_Me_(Justin_Bieber_song),/wiki/Justin_Bieber
997,2012,Big Sean,34.0,As Long as You Love Me,/wiki/As_Long_as_You_Love_Me_(Justin_Bieber_song),/wiki/Big_Sean
1017,2012,David Guetta,35.0,Turn Me On,/wiki/Turn_Me_On_(David_Guetta_song),/wiki/David_Guetta
1037,2012,Nicki Minaj,35.0,Turn Me On,/wiki/Turn_Me_On_(David_Guetta_song),/wiki/Nicki_Minaj
1057,2012,Maroon 5,36.0,Moves like Jagger,/wiki/Moves_like_Jagger,/wiki/Maroon_5
1077,2012,Christina Aguilera,36.0,Moves like Jagger,/wiki/Moves_like_Jagger,/wiki/Christina_Aguilera
1097,2012,Pink,37.0,Blow Me (One Last Kiss),/wiki/Blow_Me_(One_Last_Kiss),/wiki/Pink_(singer)
1117,2012,Owl City,38.0,Good Time,/wiki/Good_Time_(Owl_City_and_Carly_Rae_Jepsen_song),/wiki/Owl_City
1137,2012,Carly Rae Jepsen,38.0,Good Time,/wiki/Good_Time_(Owl_City_and_Carly_Rae_Jepsen_song),/wiki/Carly_Rae_Jepsen
1157,2012,Demi Lovato,39.0,Give Your Heart a Break,/wiki/Give_Your_Heart_a_Break,/wiki/Demi_Lovato
1177,2012,Jay-Z,40.0,Niggas in Paris,/wiki/Niggas_in_Paris,/wiki/Jay-Z
1197,2012,Kanye West,40.0,Niggas in Paris,/wiki/Niggas_in_Paris,/wiki/Kanye_West
1217,2012,Katy Perry,41.0,The One That Got Away,/wiki/The_One_That_Got_Away_(Katy_Perry_song),/wiki/Katy_Perry
1237,2012,Calvin Harris,42.0,Feel So Close,/wiki/Feel_So_Close,/wiki/Calvin_Harris
1257,2012,Adele,43.0,Someone like You,/wiki/Someone_like_You_(Adele_song),/wiki/Adele
1277,2012,Usher,44.0,Scream,/wiki/Scream_(Usher_song),/wiki/Usher_(entertainer)
1297,2012,Tyga,45.0,Rack City,/wiki/Rack_City,/wiki/Tyga
1317,2012,Jessie J,46.0,Domino,/wiki/Domino_(Jessie_J_song),/wiki/Jessie_J
1337,2012,PSY,47.0,Gangnam Style,/wiki/Gangnam_Style,/wiki/Psy
1357,2012,Pitbull,48.0,International Love,/wiki/International_Love,/wiki/Pitbull_(rapper)
1377,2012,Chris Brown,48.0,International Love,/wiki/International_Love,/wiki/Chris_Brown
1397,2012,Phillip Phillips,49.0,Home,/wiki/Home_(Phillip_Phillips_song),/wiki/Phillip_Phillips
1417,2012,David Guetta,50.0,Without You,/wiki/Without_You_(David_Guetta_song),/wiki/David_Guetta
1437,2012,Usher,50.0,Without You,/wiki/Without_You_(David_Guetta_song),/wiki/Usher_(entertainer)
1457,2012,Gym Class Heroes,51.0,Ass Back Home,/wiki/Ass_Back_Home,/wiki/Gym_Class_Heroes
1477,2012,Neon Hitch,51.0,Ass Back Home,/wiki/Ass_Back_Home,/wiki/Neon_Hitch
1497,2012,Hunter Hayes,52.0,Wanted,/wiki/Wanted_(Hunter_Hayes_song),/wiki/Hunter_Hayes
1517,2012,Luke Bryan,53.0,Drunk on You,/wiki/Drunk_on_You,/wiki/Luke_Bryan
1537,2012,2 Chainz,54.0,No Lie,/wiki/No_Lie,/wiki/2_Chainz
1557,2012,Drake,54.0,No Lie,/wiki/No_Lie,/wiki/Drake_(rapper)
1577,2012,Cher Lloyd,55.0,Want U Back,/wiki/Want_U_Back,/wiki/Cher_Lloyd
1597,2012,Chris Brown,56.0,Don't Wake Me Up,/wiki/Don%27t_Wake_Me_Up_(song),/wiki/Chris_Brown
1617,2012,Big Sean,57.0,Dance (A$$),/wiki/Dance_(A$$),/wiki/Big_Sean
1637,2012,Nicki Minaj,57.0,Dance (A$$),/wiki/Dance_(A$$),/wiki/Nicki_Minaj
1657,2012,Eric Church,58.0,Springsteen,/wiki/Springsteen_(song),/wiki/Eric_Church
1677,2012,Karmin,59.0,Brokenhearted,/wiki/Brokenhearted_(Karmin_song),/wiki/Karmin
1697,2012,Gavin DeGraw,60.0,Not Over You,/wiki/Not_Over_You,/wiki/Gavin_DeGraw
1717,2012,Gym Class Heroes,61.0,Stereo Hearts,/wiki/Stereo_Hearts,/wiki/Gym_Class_Heroes
1737,2012,Adam Levine,61.0,Stereo Hearts,/wiki/Stereo_Hearts,/wiki/Adam_Levine
1757,2012,Pitbull,62.0,Back in Time,/wiki/Back_in_Time_(Pitbull_song),/wiki/Pitbull_(rapper)
1777,2012,J. Cole,63.0,Work Out,/wiki/Work_Out_(song),/wiki/J._Cole
1797,2012,Adele,64.0,Rumour Has It,/wiki/Rumour_Has_It_(Adele_song),/wiki/Adele
1817,2012,Calvin Harris,65.0,Let's Go,/wiki/Let%27s_Go_(Calvin_Harris_song),/wiki/Calvin_Harris
1837,2012,Ne-Yo,65.0,Let's Go,/wiki/Let%27s_Go_(Calvin_Harris_song),/wiki/Ne-Yo
1857,2012,Carrie Underwood,66.0,Good Girl,/wiki/Good_Girl_(Carrie_Underwood_song),/wiki/Carrie_Underwood
1877,2012,Little Big Town,67.0,Pontoon,/wiki/Pontoon_(song),/wiki/Little_Big_Town
1897,2012,The Lumineers,68.0,Ho Hey,/wiki/Ho_Hey,/wiki/The_Lumineers
1917,2012,Coldplay,69.0,Paradise,/wiki/Paradise_(Coldplay_song),/wiki/Coldplay
1937,2012,Carrie Underwood,70.0,Blown Away,/wiki/Blown_Away_(song),/wiki/Carrie_Underwood
1957,2012,Adele,71.0,Rolling in the Deep,/wiki/Rolling_in_the_Deep,/wiki/Adele
1977,2012,Usher,72.0,Climax,/wiki/Climax_(Usher_song),/wiki/Usher_(entertainer)
1997,2012,Wiz Khalifa,73.0,"Work Hard, Play Hard","/wiki/Work_Hard,_Play_Hard",/wiki/Wiz_Khalifa
2017,2012,Ne-Yo,74.0,Let Me Love You (Until You Learn to Love Yourself),/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),/wiki/Ne-Yo
2037,2012,Nicki Minaj,75.0,Pound the Alarm,/wiki/Pound_the_Alarm,/wiki/Nicki_Minaj
2057,2012,Kenny Chesney,76.0,Come Over,/wiki/Come_Over_(Kenny_Chesney_song),/wiki/Kenny_Chesney
2077,2012,Trey Songz,77.0,Heart Attack,/wiki/Heart_Attack_(Trey_Songz_song),/wiki/Trey_Songz
2097,2012,Kirko Bangz,78.0,Drank in My Cup,/wiki/Drank_in_My_Cup,/wiki/Kirko_Bangz
2117,2012,Rihanna,79.0,Birthday Cake,/wiki/Birthday_Cake_(song),/wiki/Rihanna
2136,2012,Chris Brown,79.0,Birthday Cake,/wiki/Birthday_Cake_(song),/wiki/Chris_Brown
2155,2012,B.o.B,80.0,So Good,/wiki/So_Good_(B.o.B_song),/wiki/B.o.B
2174,2012,Train,81.0,50 Ways to Say Goodbye,/wiki/50_Ways_to_Say_Goodbye,/wiki/Train_(band)
2193,2012,Toby Keith,82.0,Red Solo Cup,/wiki/Red_Solo_Cup,/wiki/Toby_Keith
2212,2012,Selena Gomez & the Scene,83.0,Love You like a Love Song,/wiki/Love_You_like_a_Love_Song,/wiki/Selena_Gomez_%26_the_Scene
2231,2012,Chris Brown,84.0,Turn Up the Music,/wiki/Turn_Up_the_Music_(Chris_Brown_song),/wiki/Chris_Brown
2249,2012,Ke$ha,85.0,Die Young,/wiki/Die_Young_(Kesha_song),/wiki/Kesha
2267,2012,T-Pain,86.0,5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),/wiki/T-Pain
2285,2012,Wiz Khalifa,86.0,5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),/wiki/Wiz_Khalifa
2302,2012,Lily Allen,86.0,5 O'Clock,/wiki/5_O%27Clock_(T-Pain_song),/wiki/Lily_Allen
2319,2012,Christina Perri,87.0,A Thousand Years,/wiki/A_Thousand_Years_(Christina_Perri_song),/wiki/Christina_Perri
2336,2012,Jason Aldean,88.0,Take a Little Ride,/wiki/Take_a_Little_Ride,/wiki/Jason_Aldean
2353,2012,Rihanna,89.0,You da One,/wiki/You_da_One,/wiki/Rihanna
2369,2012,Havana Brown,90.0,We Run the Night,/wiki/We_Run_the_Night,/wiki/Havana_Brown_(musician)
2385,2012,Pitbull,90.0,We Run the Night,/wiki/We_Run_the_Night,/wiki/Pitbull_(rapper)
2400,2012,Imagine Dragons,91.0,It's Time,/wiki/It%27s_Time_(Imagine_Dragons_song),/wiki/Imagine_Dragons
2415,2012,Ca$h Out,92.0,Cashin' Out,/wiki/Cashin%27_Out,/wiki/Cash_Out
2429,2012,Luke Bryan,93.0,I Don't Want This Night to End,/wiki/I_Don%27t_Want_This_Night_to_End,/wiki/Luke_Bryan
2443,2012,Rihanna,94.0,Diamonds,/wiki/Diamonds_(Rihanna_song),/wiki/Rihanna
2457,2012,Lee Brice,95.0,Hard to Love,/wiki/Hard_to_Love,/wiki/Lee_Brice
2470,2012,Kip Moore,96.0,Somethin' 'Bout a Truck,/wiki/Somethin%27_%27Bout_a_Truck,/wiki/Kip_Moore
2483,2012,Miguel,97.0,Adorn,/wiki/Adorn_(song),/wiki/Miguel_(singer)
2496,2012,Jason Aldean,98.0,Fly Over States,/wiki/Fly_Over_States,/wiki/Jason_Aldean
2509,2012,Eli Young Band,99.0,Even If It Breaks Your Heart,/wiki/Even_If_It_Breaks_Your_Heart,/wiki/Eli_Young_Band
2521,2012,Linkin Park,100.0,Burn It Down,/wiki/Burn_It_Down_(Linkin_Park_song),/wiki/Linkin_Park
18,2013,Macklemore,1.0,Thrift Shop,/wiki/Thrift_Shop,/wiki/Macklemore
38,2013,Ryan Lewis,1.0,Thrift Shop,/wiki/Thrift_Shop,/wiki/Ryan_Lewis
58,2013,Wanz,1.0,Thrift Shop,/wiki/Thrift_Shop,/wiki/Wanz
78,2013,Robin Thicke,2.0,Blurred Lines,/wiki/Blurred_Lines,/wiki/Robin_Thicke
98,2013,T.I.,2.0,Blurred Lines,/wiki/Blurred_Lines,/wiki/T.I.
118,2013,Pharrell Williams,2.0,Blurred Lines,/wiki/Blurred_Lines,/wiki/Pharrell_Williams
138,2013,Imagine Dragons,3.0,Radioactive,/wiki/Radioactive_(Imagine_Dragons_song),/wiki/Imagine_Dragons
158,2013,Baauer,4.0,Harlem Shake,/wiki/Harlem_Shake_(song),/wiki/Baauer
178,2013,Macklemore,5.0,Can't Hold Us,/wiki/Can%27t_Hold_Us,/wiki/Macklemore
198,2013,Ryan Lewis,5.0,Can't Hold Us,/wiki/Can%27t_Hold_Us,/wiki/Ryan_Lewis
218,2013,Ray Dalton,5.0,Can't Hold Us,/wiki/Can%27t_Hold_Us,/wiki/Ray_Dalton
238,2013,Justin Timberlake,6.0,Mirrors,/wiki/Mirrors_(Justin_Timberlake_song),/wiki/Justin_Timberlake
258,2013,Pink,7.0,Just Give Me a Reason,/wiki/Just_Give_Me_a_Reason,/wiki/Pink_(singer)
278,2013,Nate Ruess,7.0,Just Give Me a Reason,/wiki/Just_Give_Me_a_Reason,/wiki/Nate_Ruess
298,2013,Bruno Mars,8.0,When I Was Your Man,/wiki/When_I_Was_Your_Man,/wiki/Bruno_Mars
318,2013,Florida Georgia Line,9.0,Cruise,/wiki/Cruise_(song),/wiki/Florida_Georgia_Line
338,2013,Nelly,9.0,Cruise,/wiki/Cruise_(song),/wiki/Nelly
358,2013,Katy Perry,10.0,Roar,/wiki/Roar_(song),/wiki/Katy_Perry
378,2013,Bruno Mars,11.0,Locked Out of Heaven,/wiki/Locked_Out_of_Heaven,/wiki/Bruno_Mars
398,2013,The Lumineers,12.0,Ho Hey,/wiki/Ho_Hey,/wiki/The_Lumineers
418,2013,Rihanna,13.0,Stay,/wiki/Stay_(Rihanna_song),/wiki/Rihanna
438,2013,Mikky Ekko,13.0,Stay,/wiki/Stay_(Rihanna_song),/wiki/Mikky_Ekko
458,2013,Daft Punk,14.0,Get Lucky,/wiki/Get_Lucky_(Daft_Punk_song),/wiki/Daft_Punk
478,2013,Pharrell Williams,14.0,Get Lucky,/wiki/Get_Lucky_(Daft_Punk_song),/wiki/Pharrell_Williams
498,2013,Lorde,15.0,Royals,/wiki/Royals_(song),/wiki/Lorde
518,2013,Taylor Swift,16.0,I Knew You Were Trouble,/wiki/I_Knew_You_Were_Trouble,/wiki/Taylor_Swift
538,2013,Miley Cyrus,17.0,We Can't Stop,/wiki/We_Can%27t_Stop,/wiki/Miley_Cyrus
558,2013,Miley Cyrus,18.0,Wrecking Ball,/wiki/Wrecking_Ball_(Miley_Cyrus_song),/wiki/Miley_Cyrus
578,2013,Avicii,19.0,Wake Me Up!,/wiki/Wake_Me_Up_(Avicii_song),/wiki/Avicii
598,2013,Justin Timberlake,20.0,Suit & Tie,/wiki/Suit_%26_Tie,/wiki/Justin_Timberlake
618,2013,Jay-Z,20.0,Suit & Tie,/wiki/Suit_%26_Tie,/wiki/Jay-Z
638,2013,Anna Kendrick,21.0,Cups (Pitch Perfect's When I'm Gone),/wiki/Cups_(song),/wiki/Anna_Kendrick
658,2013,Jay Z,22.0,Holy Grail,/wiki/Holy_Grail_(Jay-Z_song),/wiki/Jay_Z
678,2013,Justin Timberlake,22.0,Holy Grail,/wiki/Holy_Grail_(Jay-Z_song),/wiki/Justin_Timberlake
698,2013,will.i.am,23.0,Scream & Shout,/wiki/Scream_%26_Shout,/wiki/Will.i.am
718,2013,Britney Spears,23.0,Scream & Shout,/wiki/Scream_%26_Shout,/wiki/Britney_Spears
738,2013,Zedd,24.0,Clarity,/wiki/Clarity_(Zedd_song),/wiki/Zedd_(musician)
758,2013,Foxes,24.0,Clarity,/wiki/Clarity_(Zedd_song),/wiki/Foxes_(singer)
778,2013,AWOLNATION,25.0,Sail,/wiki/Sail_(song),/wiki/Awolnation
798,2013,Swedish House Mafia,26.0,Don't You Worry Child,/wiki/Don%27t_You_Worry_Child,/wiki/Swedish_House_Mafia
818,2013,John Martin,26.0,Don't You Worry Child,/wiki/Don%27t_You_Worry_Child,/wiki/John_Martin_(singer)
838,2013,Rihanna,27.0,Diamonds,/wiki/Diamonds_(Rihanna_song),/wiki/Rihanna
858,2013,Icona Pop,28.0,I Love It,/wiki/I_Love_It_(Icona_Pop_song),/wiki/Icona_Pop
878,2013,Charli XCX,28.0,I Love It,/wiki/I_Love_It_(Icona_Pop_song),/wiki/Charli_XCX
898,2013,Capital Cities,29.0,Safe and Sound,/wiki/Safe_and_Sound_(Capital_Cities_song),/wiki/Capital_Cities_(band)
918,2013,Bruno Mars,30.0,Treasure,/wiki/Treasure_(Bruno_Mars_song),/wiki/Bruno_Mars
938,2013,Ariana Grande,31.0,The Way,/wiki/The_Way_(Ariana_Grande_song),/wiki/Ariana_Grande
958,2013,Mac Miller,31.0,The Way,/wiki/The_Way_(Ariana_Grande_song),/wiki/Mac_Miller
978,2013,Drake,32.0,Started from the Bottom,/wiki/Started_from_the_Bottom,/wiki/Drake_(entertainer)
998,2013,Selena Gomez,33.0,Come & Get It,/wiki/Come_%26_Get_It_(Selena_Gomez_song),/wiki/Selena_Gomez
1018,2013,Drake,34.0,"Hold On, We're Going Home","/wiki/Hold_On,_We%27re_Going_Home",/wiki/Drake_(entertainer)
1038,2013,Majid Jordan,34.0,"Hold On, We're Going Home","/wiki/Hold_On,_We%27re_Going_Home",/wiki/Majid_Jordan
1058,2013,Maroon 5,35.0,Daylight,/wiki/Daylight_(Maroon_5_song),/wiki/Maroon_5
1078,2013,Pitbull,36.0,Feel This Moment,/wiki/Feel_This_Moment,/wiki/Pitbull_(singer)
1098,2013,Christina Aguilera,36.0,Feel This Moment,/wiki/Feel_This_Moment,/wiki/Christina_Aguilera
1118,2013,Lady Gaga,37.0,Applause,/wiki/Applause_(Lady_Gaga_song),/wiki/Lady_Gaga
1138,2013,Maroon 5,38.0,One More Night,/wiki/One_More_Night_(Maroon_5_song),/wiki/Maroon_5
1158,2013,Lil Wayne,39.0,Love Me,/wiki/Love_Me_(Lil_Wayne_song),/wiki/Lil_Wayne
1178,2013,Drake,39.0,Love Me,/wiki/Love_Me_(Lil_Wayne_song),/wiki/Drake_(entertainer)
1198,2013,Future,39.0,Love Me,/wiki/Love_Me_(Lil_Wayne_song),/wiki/Future_(rapper)
1218,2013,Fall Out Boy,40.0,My Songs Know What You Did in the Dark (Light Em Up),/wiki/My_Songs_Know_What_You_Did_in_the_Dark_(Light_Em_Up),/wiki/Fall_Out_Boy
1238,2013,ASAP Rocky,41.0,Fuckin' Problems,/wiki/Fuckin%27_Problems,/wiki/ASAP_Rocky
1258,2013,Drake,41.0,Fuckin' Problems,/wiki/Fuckin%27_Problems,/wiki/Drake_(entertainer)
1278,2013,2 Chainz,41.0,Fuckin' Problems,/wiki/Fuckin%27_Problems,/wiki/2_Chainz
1298,2013,Kendrick Lamar,41.0,Fuckin' Problems,/wiki/Fuckin%27_Problems,/wiki/Kendrick_Lamar
1318,2013,Justin Bieber,42.0,Beauty and a Beat,/wiki/Beauty_and_a_Beat,/wiki/Justin_Bieber
1338,2013,Nicki Minaj,42.0,Beauty and a Beat,/wiki/Beauty_and_a_Beat,/wiki/Nicki_Minaj
1358,2013,Macklemore,43.0,Same Love,/wiki/Same_Love,/wiki/Macklemore
1378,2013,Ryan Lewis,43.0,Same Love,/wiki/Same_Love,/wiki/Ryan_Lewis
1398,2013,Mary Lambert,43.0,Same Love,/wiki/Same_Love,/wiki/Mary_Lambert_(singer-songwriter)
1418,2013,Calvin Harris,44.0,Sweet Nothing,/wiki/Sweet_Nothing_(Calvin_Harris_song),/wiki/Calvin_Harris
1438,2013,Florence Welch,44.0,Sweet Nothing,/wiki/Sweet_Nothing_(Calvin_Harris_song),/wiki/Florence_Welch
1458,2013,Lana Del Rey,45.0,Summertime Sadness,/wiki/Summertime_Sadness,/wiki/Lana_Del_Rey
1478,2013,Cédric Gervais,45.0,Summertime Sadness,/wiki/Summertime_Sadness,/wiki/C%C3%A9dric_Gervais
1498,2013,Phillip Phillips,46.0,Home,/wiki/Home_(Phillip_Phillips_song),/wiki/Phillip_Phillips
1518,2013,Imagine Dragons,47.0,It's Time,/wiki/It%27s_Time_(Imagine_Dragons_song),/wiki/Imagine_Dragons
1538,2013,J. Cole,48.0,Power Trip,/wiki/Power_Trip_(song),/wiki/J._Cole
1558,2013,Miguel,48.0,Power Trip,/wiki/Power_Trip_(song),/wiki/Miguel_(singer)
1578,2013,Alicia Keys,49.0,Girl on Fire,/wiki/Girl_on_Fire_(song),/wiki/Alicia_Keys
1598,2013,Demi Lovato,50.0,Heart Attack,/wiki/Heart_Attack_(Demi_Lovato_song),/wiki/Demi_Lovato
1618,2013,Maroon 5,51.0,Love Somebody,/wiki/Love_Somebody_(Maroon_5_song),/wiki/Maroon_5
1638,2013,Mumford & Sons,52.0,I Will Wait,/wiki/I_Will_Wait,/wiki/Mumford_%26_Sons
1658,2013,Pink,53.0,Try,/wiki/Try_(Pink_song),/wiki/Pink_(singer)
1678,2013,Darius Rucker,54.0,Wagon Wheel,/wiki/Wagon_Wheel_(song),/wiki/Darius_Rucker
1698,2013,PSY,55.0,Gangnam Style,/wiki/Gangnam_Style,/wiki/Psy
1718,2013,Calvin Harris,56.0,I Need Your Love,/wiki/I_Need_Your_Love_(Calvin_Harris_song),/wiki/Calvin_Harris
1738,2013,Ellie Goulding,56.0,I Need Your Love,/wiki/I_Need_Your_Love_(Calvin_Harris_song),/wiki/Ellie_Goulding
1758,2013,Ke$ha,57.0,Die Young,/wiki/Die_Young_(Kesha_song),/wiki/Kesha
1778,2013,fun.,58.0,Some Nights,/wiki/Some_Nights_(song),/wiki/Fun_(band)
1798,2013,Wale,59.0,Bad,/wiki/Bad_(Wale_song),/wiki/Wale_(rapper)
1818,2013,Tiara Thomas,59.0,Bad,/wiki/Bad_(Wale_song),/wiki/Tiara_Thomas
1838,2013,Blake Shelton,60.0,Boys 'Round Here,/wiki/Boys_%27Round_Here,/wiki/Blake_Shelton
1858,2013,Pistol Annies,60.0,Boys 'Round Here,/wiki/Boys_%27Round_Here,/wiki/Pistol_Annies
1878,2013,Phillip Phillips,61.0,"Gone, Gone, Gone","/wiki/Gone,_Gone,_Gone_(song)",/wiki/Phillip_Phillips
1898,2013,Imagine Dragons,62.0,Demons,/wiki/Demons_(Imagine_Dragons_song),/wiki/Imagine_Dragons
1918,2013,OneRepublic,63.0,Counting Stars,/wiki/Counting_Stars_(song),/wiki/OneRepublic
1938,2013,Flo Rida,64.0,I Cry,/wiki/I_Cry_(Flo_Rida_song),/wiki/Flo_Rida
1958,2013,Of Monsters and Men,65.0,Little Talks,/wiki/Little_Talks,/wiki/Of_Monsters_and_Men
1978,2013,Jason Derulo,66.0,The Other Side,/wiki/The_Other_Side_(Jason_Derulo_song),/wiki/Jason_Derulo
1998,2013,Eminem,67.0,Berzerk,/wiki/Berzerk_(song),/wiki/Eminem
2018,2013,Kelly Clarkson,68.0,Catch My Breath,/wiki/Catch_My_Breath,/wiki/Kelly_Clarkson
2038,2013,Luke Bryan,69.0,Crash My Party,/wiki/Crash_My_Party_(song),/wiki/Luke_Bryan
2058,2013,Rihanna,70.0,Pour It Up,/wiki/Pour_It_Up,/wiki/Rihanna
2078,2013,Taylor Swift,71.0,22,/wiki/22_(Taylor_Swift_song),/wiki/Taylor_Swift
2098,2013,Hunter Hayes,72.0,I Want Crazy,/wiki/I_Want_Crazy,/wiki/Hunter_Hayes
2118,2013,Ylvis,73.0,The Fox (What Does the Fox Say?),/wiki/The_Fox_(What_Does_the_Fox_Say%3F),/wiki/Ylvis
2137,2013,One Direction,74.0,Best Song Ever,/wiki/Best_Song_Ever_(song),/wiki/One_Direction
2156,2013,Ed Sheeran,75.0,The A Team,/wiki/The_A_Team_(song),/wiki/Ed_Sheeran
2175,2013,fun.,76.0,Carry On,/wiki/Carry_On_(Fun_song),/wiki/Fun_(band)
2194,2013,Tim McGraw,77.0,Highway Don't Care,/wiki/Highway_Don%27t_Care,/wiki/Tim_McGraw
2213,2013,Taylor Swift,77.0,Highway Don't Care,/wiki/Highway_Don%27t_Care,/wiki/Taylor_Swift
2232,2013,Keith Urban,77.0,Highway Don't Care,/wiki/Highway_Don%27t_Care,/wiki/Keith_Urban
2250,2013,Luke Bryan,78.0,That's My Kind of Night,/wiki/That%27s_My_Kind_of_Night,/wiki/Luke_Bryan
2268,2013,Kendrick Lamar,79.0,Swimming Pools (Drank),/wiki/Swimming_Pools_(Drank),/wiki/Kendrick_Lamar
2286,2013,Blake Shelton,80.0,Sure Be Cool If You Did,/wiki/Sure_Be_Cool_If_You_Did,/wiki/Blake_Shelton
2303,2013,Mariah Carey,81.0,#Beautiful,/wiki/Beautiful_(Mariah_Carey_song),/wiki/Mariah_Carey
2320,2013,Miguel,81.0,#Beautiful,/wiki/Beautiful_(Mariah_Carey_song),/wiki/Miguel_(singer)
2337,2013,Olly Murs,82.0,Troublemaker,/wiki/Troublemaker_(Olly_Murs_song),/wiki/Olly_Murs
2354,2013,Flo Rida,82.0,Troublemaker,/wiki/Troublemaker_(Olly_Murs_song),/wiki/Flo_Rida
2370,2013,Ciara,83.0,Body Party,/wiki/Body_Party,/wiki/Ciara
2386,2013,Miguel,84.0,Adorn,/wiki/Adorn_(song),/wiki/Miguel_(singer)
2401,2013,The Script,85.0,Hall of Fame,/wiki/Hall_of_Fame_(song),/wiki/The_Script
2416,2013,will.i.am,85.0,Hall of Fame,/wiki/Hall_of_Fame_(song),/wiki/Will.i.am
2430,2013,Ne-Yo,86.0,Let Me Love You (Until You Learn to Love Yourself),/wiki/Let_Me_Love_You_(Until_You_Learn_to_Love_Yourself),/wiki/Ne-Yo
